Variable,date,Hour,Value
speed,22-09-2015,05:00,2.5
direction,22-09-2015,05:00,110
speed,22-09-2015,08:00,3
direction,22-09-2015,08:00,120
speed,22-09-2015,11:00,7
direction,22-09-2015,11:00,320
speed,22-09-2015,14:00,6
direction,22-09-2015,14:00,330
speed,22-09-2015,17:00,6
direction,22-09-2015,17:00,360
speed,22-09-2015,20:00,2
direction,22-09-2015,20:00,80
speed,22-09-2015,23:00,3
direction,22-09-2015,23:00,110
speed,23-09-2015,02:00,4
direction,23-09-2015,02:00,90
speed,23-09-2015,05:00,3
direction,23-09-2015,05:00,110
speed,23-09-2015,08:00,2
direction,23-09-2015,08:00,170
speed,23-09-2015,11:00,2.5
direction,23-09-2015,11:00,200
speed,23-09-2015,14:00,4.5
direction,23-09-2015,14:00,300
speed,23-09-2015,17:00,7.5
direction,23-09-2015,17:00,340
speed,23-09-2015,20:00,6.5
direction,23-09-2015,20:00,360
speed,23-09-2015,23:00,6
direction,23-09-2015,23:00,350
speed,24-09-2015,02:00,2
direction,24-09-2015,02:00,70
speed,24-09-2015,05:00,0.5
direction,24-09-2015,05:00,100
speed,24-09-2015,08:00,2.5
direction,24-09-2015,08:00,40
speed,24-09-2015,11:00,5
direction,24-09-2015,11:00,340
speed,24-09-2015,14:00,9.5
direction,24-09-2015,14:00,350
speed,24-09-2015,17:00,9.5
direction,24-09-2015,17:00,360
speed,24-09-2015,20:00,4.5
direction,24-09-2015,20:00,20
speed,24-09-2015,23:00,1.5
direction,24-09-2015,23:00,50
speed,25-09-2015,02:00,2.5
direction,25-09-2015,02:00,60
speed,25-09-2015,05:00,1.5
direction,25-09-2015,05:00,120
speed,25-09-2015,08:00,1
direction,25-09-2015,08:00,50
speed,25-09-2015,11:00,5.5
direction,25-09-2015,11:00,340
speed,25-09-2015,14:00,7
direction,25-09-2015,14:00,350
speed,25-09-2015,17:00,6.5
direction,25-09-2015,17:00,360
speed,25-09-2015,20:00,2
direction,25-09-2015,20:00,60
speed,25-09-2015,23:00,1.5
direction,25-09-2015,23:00,110
speed,26-09-2015,02:00,2
direction,26-09-2015,02:00,100
speed,26-09-2015,05:00,2.5
direction,26-09-2015,05:00,110
speed,26-09-2015,08:00,0.5
direction,26-09-2015,08:00,100
speed,26-09-2015,11:00,4
direction,26-09-2015,11:00,300
speed,26-09-2015,14:00,4.5
direction,26-09-2015,14:00,320
speed,26-09-2015,17:00,6
direction,26-09-2015,17:00,340
speed,26-09-2015,20:00,4
direction,26-09-2015,20:00,350
speed,26-09-2015,23:00,2
direction,26-09-2015,23:00,50
speed,27-09-2015,02:00,3
direction,27-09-2015,02:00,110
speed,27-09-2015,05:00,1.5
direction,27-09-2015,05:00,100
speed,27-09-2015,08:00,0.5
direction,27-09-2015,08:00,140
speed,27-09-2015,11:00,3.5
direction,27-09-2015,11:00,310
speed,27-09-2015,14:00,5.5
direction,27-09-2015,14:00,310
speed,27-09-2015,17:00,6
direction,27-09-2015,17:00,330
speed,27-09-2015,20:00,5.5
direction,27-09-2015,20:00,340
speed,27-09-2015,23:00,4
direction,27-09-2015,23:00,340
speed,28-09-2015,02:00,1.5
direction,28-09-2015,02:00,110
speed,28-09-2015,05:00,3.5
direction,28-09-2015,05:00,140
speed,28-09-2015,08:00,2.5
direction,28-09-2015,08:00,150
speed,28-09-2015,11:00,3
direction,28-09-2015,11:00,280
speed,28-09-2015,14:00,4.5
direction,28-09-2015,14:00,300
speed,28-09-2015,17:00,6.5
direction,28-09-2015,17:00,330
speed,28-09-2015,20:00,6
direction,28-09-2015,20:00,330
speed,28-09-2015,23:00,4.5
direction,28-09-2015,23:00,320
speed,29-09-2015,02:00,3.5
direction,29-09-2015,02:00,330
speed,29-09-2015,05:00,2
direction,29-09-2015,05:00,120
speed,29-09-2015,08:00,1.5
direction,29-09-2015,08:00,160
speed,29-09-2015,11:00,3
direction,29-09-2015,11:00,290
speed,29-09-2015,14:00,4.5
direction,29-09-2015,14:00,310
speed,29-09-2015,17:00,3.5
direction,29-09-2015,17:00,320
speed,29-09-2015,20:00,2.5
direction,29-09-2015,20:00,320
speed,29-09-2015,23:00,1
direction,29-09-2015,23:00,30
speed,30-09-2015,02:00,3
direction,30-09-2015,02:00,120
speed,30-09-2015,05:00,3.5
direction,30-09-2015,05:00,110
speed,30-09-2015,08:00,1.5
direction,30-09-2015,08:00,100
speed,30-09-2015,11:00,4
direction,30-09-2015,11:00,330
speed,30-09-2015,14:00,6
direction,30-09-2015,14:00,340
speed,30-09-2015,17:00,8.5
direction,30-09-2015,17:00,360
speed,30-09-2015,20:00,7
direction,30-09-2015,20:00,10
speed,30-09-2015,23:00,5
direction,30-09-2015,23:00,20
speed,01-10-2015,02:00,8
direction,01-10-2015,02:00,360
speed,01-10-2015,05:00,3.5
direction,01-10-2015,05:00,40
speed,01-10-2015,08:00,2
direction,01-10-2015,08:00,360
speed,01-10-2015,11:00,7
direction,01-10-2015,11:00,340
speed,01-10-2015,14:00,9.5
direction,01-10-2015,14:00,340
speed,01-10-2015,17:00,10
direction,01-10-2015,17:00,340
speed,01-10-2015,20:00,5.5
direction,01-10-2015,20:00,340
speed,01-10-2015,23:00,4
direction,01-10-2015,23:00,340
speed,02-10-2015,02:00,3
direction,02-10-2015,02:00,350
speed,02-10-2015,05:00,0.5
direction,02-10-2015,05:00,50
speed,02-10-2015,08:00,1
direction,02-10-2015,08:00,340
speed,02-10-2015,11:00,4.5
direction,02-10-2015,11:00,300
speed,02-10-2015,14:00,5
direction,02-10-2015,14:00,320
speed,02-10-2015,17:00,5.5
direction,02-10-2015,17:00,320
speed,02-10-2015,20:00,5.5
direction,02-10-2015,20:00,330
speed,02-10-2015,23:00,3.5
direction,02-10-2015,23:00,320
speed,03-10-2015,02:00,1.5
direction,03-10-2015,02:00,100
speed,03-10-2015,05:00,1
direction,03-10-2015,05:00,110
speed,03-10-2015,08:00,0.5
direction,03-10-2015,08:00,160
speed,03-10-2015,11:00,3.5
direction,03-10-2015,11:00,300
speed,03-10-2015,14:00,6
direction,03-10-2015,14:00,320
speed,03-10-2015,17:00,7
direction,03-10-2015,17:00,350
speed,03-10-2015,20:00,5.5
direction,03-10-2015,20:00,350
speed,03-10-2015,23:00,2.5
direction,03-10-2015,23:00,120
speed,04-10-2015,02:00,1.5
direction,04-10-2015,02:00,130
speed,04-10-2015,05:00,3
direction,04-10-2015,05:00,130
speed,04-10-2015,08:00,0.5
direction,04-10-2015,08:00,90
speed,04-10-2015,11:00,3.5
direction,04-10-2015,11:00,300
speed,04-10-2015,14:00,5
direction,04-10-2015,14:00,310
speed,04-10-2015,17:00,5.5
direction,04-10-2015,17:00,320
speed,04-10-2015,20:00,5.5
direction,04-10-2015,20:00,320
speed,04-10-2015,23:00,4.5
direction,04-10-2015,23:00,310
speed,05-10-2015,02:00,5.5
direction,05-10-2015,02:00,310
speed,05-10-2015,05:00,3
direction,05-10-2015,05:00,330
speed,05-10-2015,08:00,0.5
direction,05-10-2015,08:00,50
speed,05-10-2015,11:00,3.5
direction,05-10-2015,11:00,310
speed,05-10-2015,14:00,4.5
direction,05-10-2015,14:00,300
speed,05-10-2015,17:00,5
direction,05-10-2015,17:00,320
speed,05-10-2015,20:00,2.5
direction,05-10-2015,20:00,300
speed,05-10-2015,23:00,3
direction,05-10-2015,23:00,270
speed,06-10-2015,02:00,1
direction,06-10-2015,02:00,80
speed,06-10-2015,05:00,3
direction,06-10-2015,05:00,110
speed,06-10-2015,08:00,4.5
direction,06-10-2015,08:00,140
speed,06-10-2015,11:00,5
direction,06-10-2015,11:00,260
speed,06-10-2015,14:00,5
direction,06-10-2015,14:00,260
speed,06-10-2015,17:00,6
direction,06-10-2015,17:00,270
speed,06-10-2015,20:00,3.5
direction,06-10-2015,20:00,240
speed,06-10-2015,23:00,5.5
direction,06-10-2015,23:00,240
speed,07-10-2015,02:00,8.5
direction,07-10-2015,02:00,280
speed,07-10-2015,05:00,4.5
direction,07-10-2015,05:00,150
speed,07-10-2015,08:00,5
direction,07-10-2015,08:00,160
speed,07-10-2015,11:00,7
direction,07-10-2015,11:00,180
speed,07-10-2015,14:00,7
direction,07-10-2015,14:00,250
speed,07-10-2015,17:00,7.5
direction,07-10-2015,17:00,260
speed,07-10-2015,20:00,5.5
direction,07-10-2015,20:00,260
speed,07-10-2015,23:00,4.5
direction,07-10-2015,23:00,260
speed,08-10-2015,02:00,4.5
direction,08-10-2015,02:00,260
speed,08-10-2015,05:00,4
direction,08-10-2015,05:00,150
speed,08-10-2015,08:00,2.5
direction,08-10-2015,08:00,140
speed,08-10-2015,11:00,5.5
direction,08-10-2015,11:00,240
speed,08-10-2015,14:00,5.5
direction,08-10-2015,14:00,270
speed,08-10-2015,17:00,3.5
direction,08-10-2015,17:00,240
speed,08-10-2015,20:00,3.5
direction,08-10-2015,20:00,140
speed,08-10-2015,23:00,7
direction,08-10-2015,23:00,180
speed,09-10-2015,02:00,4
direction,09-10-2015,02:00,140
speed,09-10-2015,05:00,4.5
direction,09-10-2015,05:00,150
speed,09-10-2015,08:00,3
direction,09-10-2015,08:00,150
speed,09-10-2015,11:00,4
direction,09-10-2015,11:00,250
speed,09-10-2015,14:00,4.5
direction,09-10-2015,14:00,270
speed,09-10-2015,17:00,4.5
direction,09-10-2015,17:00,300
speed,09-10-2015,20:00,3.5
direction,09-10-2015,20:00,320
speed,09-10-2015,23:00,4
direction,09-10-2015,23:00,330
speed,10-10-2015,02:00,2
direction,10-10-2015,02:00,100
speed,10-10-2015,05:00,4
direction,10-10-2015,05:00,110
speed,10-10-2015,08:00,3
direction,10-10-2015,08:00,150
speed,10-10-2015,11:00,3
direction,10-10-2015,11:00,290
speed,10-10-2015,14:00,5.5
direction,10-10-2015,14:00,320
speed,10-10-2015,17:00,8.5
direction,10-10-2015,17:00,350
speed,10-10-2015,20:00,6
direction,10-10-2015,20:00,20
speed,10-10-2015,23:00,2.5
direction,10-10-2015,23:00,60
speed,11-10-2015,02:00,1.5
direction,11-10-2015,02:00,100
speed,11-10-2015,05:00,3.5
direction,11-10-2015,05:00,60
speed,11-10-2015,08:00,4
direction,11-10-2015,08:00,20
speed,11-10-2015,11:00,5
direction,11-10-2015,11:00,50
speed,11-10-2015,14:00,11
direction,11-10-2015,14:00,360
speed,11-10-2015,17:00,13
direction,11-10-2015,17:00,360
speed,11-10-2015,20:00,8
direction,11-10-2015,20:00,20
speed,11-10-2015,23:00,3
direction,11-10-2015,23:00,20
speed,12-10-2015,02:00,3
direction,12-10-2015,02:00,60
speed,12-10-2015,05:00,5
direction,12-10-2015,05:00,10
speed,12-10-2015,08:00,2
direction,12-10-2015,08:00,70
speed,12-10-2015,11:00,4
direction,12-10-2015,11:00,340
speed,12-10-2015,14:00,9.5
direction,12-10-2015,14:00,350
speed,12-10-2015,17:00,6.5
direction,12-10-2015,17:00,350
speed,12-10-2015,20:00,8.5
direction,12-10-2015,20:00,350
speed,12-10-2015,23:00,6
direction,12-10-2015,23:00,340
speed,13-10-2015,02:00,4
direction,13-10-2015,02:00,360
speed,13-10-2015,05:00,1.5
direction,13-10-2015,05:00,120
speed,13-10-2015,08:00,2
direction,13-10-2015,08:00,150
speed,13-10-2015,11:00,3
direction,13-10-2015,11:00,290
speed,13-10-2015,14:00,4
direction,13-10-2015,14:00,310
speed,13-10-2015,17:00,4.5
direction,13-10-2015,17:00,330
speed,13-10-2015,20:00,3
direction,13-10-2015,20:00,340
speed,13-10-2015,23:00,1.5
direction,13-10-2015,23:00,120
speed,14-10-2015,02:00,2
direction,14-10-2015,02:00,140
speed,14-10-2015,05:00,1.5
direction,14-10-2015,05:00,130
speed,14-10-2015,08:00,1.5
direction,14-10-2015,08:00,160
speed,14-10-2015,11:00,3
direction,14-10-2015,11:00,290
speed,14-10-2015,14:00,5.5
direction,14-10-2015,14:00,320
speed,14-10-2015,17:00,5
direction,14-10-2015,17:00,330
speed,14-10-2015,20:00,4
direction,14-10-2015,20:00,350
speed,14-10-2015,23:00,1
direction,14-10-2015,23:00,100
speed,15-10-2015,02:00,2
direction,15-10-2015,02:00,110
speed,15-10-2015,05:00,2.5
direction,15-10-2015,05:00,120
speed,15-10-2015,08:00,1.5
direction,15-10-2015,08:00,100
speed,15-10-2015,11:00,6
direction,15-10-2015,11:00,330
speed,15-10-2015,14:00,7
direction,15-10-2015,14:00,340
speed,15-10-2015,17:00,8.5
direction,15-10-2015,17:00,350
speed,15-10-2015,20:00,7.5
direction,15-10-2015,20:00,360
speed,15-10-2015,23:00,1.5
direction,15-10-2015,23:00,70
speed,16-10-2015,02:00,2.5
direction,16-10-2015,02:00,140
speed,16-10-2015,05:00,2
direction,16-10-2015,05:00,90
speed,16-10-2015,08:00,1
direction,16-10-2015,08:00,100
speed,16-10-2015,11:00,3.5
direction,16-10-2015,11:00,320
speed,16-10-2015,14:00,7
direction,16-10-2015,14:00,340
speed,16-10-2015,17:00,7.5
direction,16-10-2015,17:00,360
speed,16-10-2015,20:00,6
direction,16-10-2015,20:00,350
speed,16-10-2015,23:00,1.5
direction,16-10-2015,23:00,50
speed,17-10-2015,02:00,2
direction,17-10-2015,02:00,120
speed,17-10-2015,05:00,1
direction,17-10-2015,05:00,100
speed,17-10-2015,08:00,2
direction,17-10-2015,08:00,110
speed,17-10-2015,11:00,4
direction,17-10-2015,11:00,310
speed,17-10-2015,14:00,6.5
direction,17-10-2015,14:00,330
speed,17-10-2015,17:00,6
direction,17-10-2015,17:00,350
speed,17-10-2015,20:00,2
direction,17-10-2015,20:00,40
speed,17-10-2015,23:00,0
direction,17-10-2015,23:00,0
speed,18-10-2015,02:00,1.5
direction,18-10-2015,02:00,90
speed,18-10-2015,05:00,2
direction,18-10-2015,05:00,100
speed,18-10-2015,08:00,1
direction,18-10-2015,08:00,70
speed,18-10-2015,11:00,4.5
direction,18-10-2015,11:00,340
speed,18-10-2015,14:00,4.5
direction,18-10-2015,14:00,320
speed,18-10-2015,17:00,7
direction,18-10-2015,17:00,360
speed,18-10-2015,20:00,4.5
direction,18-10-2015,20:00,360
speed,18-10-2015,23:00,3
direction,18-10-2015,23:00,60
speed,19-10-2015,02:00,2
direction,19-10-2015,02:00,60
speed,19-10-2015,05:00,1.5
direction,19-10-2015,05:00,100
speed,19-10-2015,08:00,1.5
direction,19-10-2015,08:00,180
speed,19-10-2015,11:00,3
direction,19-10-2015,11:00,330
speed,19-10-2015,14:00,6
direction,19-10-2015,14:00,330
speed,19-10-2015,17:00,5.5
direction,19-10-2015,17:00,340
speed,19-10-2015,20:00,4
direction,19-10-2015,20:00,320
speed,19-10-2015,23:00,6
direction,19-10-2015,23:00,310
speed,20-10-2015,02:00,2
direction,20-10-2015,02:00,120
speed,20-10-2015,05:00,0
direction,20-10-2015,05:00,0
speed,20-10-2015,08:00,1.5
direction,20-10-2015,08:00,160
speed,20-10-2015,11:00,3
direction,20-10-2015,11:00,310
speed,20-10-2015,14:00,5.5
direction,20-10-2015,14:00,330
speed,20-10-2015,17:00,4.5
direction,20-10-2015,17:00,330
speed,20-10-2015,20:00,4.5
direction,20-10-2015,20:00,320
speed,20-10-2015,23:00,1.5
direction,20-10-2015,23:00,70
speed,21-10-2015,02:00,3
direction,21-10-2015,02:00,110
speed,21-10-2015,05:00,4
direction,21-10-2015,05:00,120
speed,21-10-2015,08:00,2
direction,21-10-2015,08:00,120
speed,21-10-2015,11:00,2.5
direction,21-10-2015,11:00,270
speed,21-10-2015,14:00,4.5
direction,21-10-2015,14:00,300
speed,21-10-2015,17:00,6.5
direction,21-10-2015,17:00,340
speed,21-10-2015,20:00,3
direction,21-10-2015,20:00,20
speed,21-10-2015,23:00,2.5
direction,21-10-2015,23:00,110
speed,22-10-2015,02:00,2.5
direction,22-10-2015,02:00,120
speed,22-10-2015,05:00,3
direction,22-10-2015,05:00,110
speed,22-10-2015,08:00,2
direction,22-10-2015,08:00,100
speed,22-10-2015,11:00,3
direction,22-10-2015,11:00,310
speed,22-10-2015,14:00,3.5
direction,22-10-2015,14:00,320
speed,22-10-2015,17:00,6
direction,22-10-2015,17:00,360
speed,22-10-2015,20:00,1.5
direction,22-10-2015,20:00,90
speed,22-10-2015,23:00,1.5
direction,22-10-2015,23:00,60
speed,23-10-2015,02:00,2
direction,23-10-2015,02:00,100
speed,23-10-2015,05:00,4.5
direction,23-10-2015,05:00,110
speed,23-10-2015,08:00,2.5
direction,23-10-2015,08:00,90
speed,23-10-2015,11:00,3.5
direction,23-10-2015,11:00,270
speed,23-10-2015,14:00,2
direction,23-10-2015,14:00,360
speed,23-10-2015,17:00,1.5
direction,23-10-2015,17:00,360
speed,23-10-2015,20:00,5
direction,23-10-2015,20:00,360
speed,23-10-2015,23:00,7
direction,23-10-2015,23:00,340
speed,24-10-2015,02:00,7.5
direction,24-10-2015,02:00,340
speed,24-10-2015,05:00,10.5
direction,24-10-2015,05:00,340
speed,24-10-2015,08:00,13.5
direction,24-10-2015,08:00,360
speed,24-10-2015,11:00,10.5
direction,24-10-2015,11:00,360
speed,24-10-2015,14:00,12.5
direction,24-10-2015,14:00,360
speed,24-10-2015,17:00,12.5
direction,24-10-2015,17:00,360
speed,24-10-2015,20:00,11
direction,24-10-2015,20:00,360
speed,24-10-2015,23:00,1
direction,24-10-2015,23:00,50
speed,25-10-2015,02:00,1
direction,25-10-2015,02:00,60
speed,25-10-2015,05:00,2.5
direction,25-10-2015,05:00,360
speed,25-10-2015,08:00,8
direction,25-10-2015,08:00,10
speed,25-10-2015,11:00,10
direction,25-10-2015,11:00,20
speed,25-10-2015,14:00,5
direction,25-10-2015,14:00,140
speed,25-10-2015,17:00,3.5
direction,25-10-2015,17:00,70
speed,25-10-2015,20:00,1.5
direction,25-10-2015,20:00,100
speed,25-10-2015,23:00,3.5
direction,25-10-2015,23:00,60
speed,26-10-2015,02:00,4
direction,26-10-2015,02:00,70
speed,26-10-2015,05:00,3
direction,26-10-2015,05:00,60
speed,26-10-2015,08:00,3
direction,26-10-2015,08:00,70
speed,26-10-2015,11:00,2.5
direction,26-10-2015,11:00,130
speed,26-10-2015,14:00,2.5
direction,26-10-2015,14:00,240
speed,26-10-2015,17:00,2
direction,26-10-2015,17:00,270
speed,26-10-2015,20:00,2
direction,26-10-2015,20:00,270
speed,26-10-2015,23:00,4
direction,26-10-2015,23:00,150
speed,27-10-2015,02:00,3.5
direction,27-10-2015,02:00,160
speed,27-10-2015,05:00,3.5
direction,27-10-2015,05:00,130
speed,27-10-2015,08:00,4
direction,27-10-2015,08:00,160
speed,27-10-2015,11:00,4.5
direction,27-10-2015,11:00,190
speed,27-10-2015,14:00,5
direction,27-10-2015,14:00,280
speed,27-10-2015,17:00,5.5
direction,27-10-2015,17:00,300
speed,27-10-2015,20:00,4
direction,27-10-2015,20:00,150
speed,27-10-2015,23:00,4.5
direction,27-10-2015,23:00,140
speed,28-10-2015,02:00,4.5
direction,28-10-2015,02:00,140
speed,28-10-2015,05:00,4.5
direction,28-10-2015,05:00,150
speed,28-10-2015,08:00,4.5
direction,28-10-2015,08:00,160
speed,28-10-2015,11:00,8.5
direction,28-10-2015,11:00,210
speed,28-10-2015,14:00,4
direction,28-10-2015,14:00,150
speed,28-10-2015,17:00,3.5
direction,28-10-2015,17:00,140
speed,28-10-2015,20:00,3.5
direction,28-10-2015,20:00,80
speed,28-10-2015,23:00,2
direction,28-10-2015,23:00,140
speed,29-10-2015,02:00,5
direction,29-10-2015,02:00,110
speed,29-10-2015,05:00,1.5
direction,29-10-2015,05:00,100
speed,29-10-2015,08:00,4
direction,29-10-2015,08:00,140
speed,29-10-2015,11:00,1.5
direction,29-10-2015,11:00,130
speed,29-10-2015,14:00,2.5
direction,29-10-2015,14:00,170
speed,29-10-2015,17:00,3.5
direction,29-10-2015,17:00,270
speed,29-10-2015,20:00,3.5
direction,29-10-2015,20:00,120
speed,29-10-2015,23:00,2.5
direction,29-10-2015,23:00,110
speed,30-10-2015,02:00,3
direction,30-10-2015,02:00,100
speed,30-10-2015,05:00,3.5
direction,30-10-2015,05:00,140
speed,30-10-2015,08:00,3.5
direction,30-10-2015,08:00,140
speed,30-10-2015,11:00,3.5
direction,30-10-2015,11:00,160
speed,30-10-2015,14:00,1.5
direction,30-10-2015,14:00,320
speed,30-10-2015,17:00,2
direction,30-10-2015,17:00,70
speed,30-10-2015,20:00,4
direction,30-10-2015,20:00,120
speed,30-10-2015,23:00,3.5
direction,30-10-2015,23:00,110
speed,31-10-2015,02:00,3
direction,31-10-2015,02:00,80
speed,31-10-2015,05:00,4.5
direction,31-10-2015,05:00,110
speed,31-10-2015,08:00,2.5
direction,31-10-2015,08:00,80
speed,31-10-2015,11:00,4.5
direction,31-10-2015,11:00,340
speed,31-10-2015,14:00,6
direction,31-10-2015,14:00,340
speed,31-10-2015,17:00,9.5
direction,31-10-2015,17:00,360
speed,31-10-2015,20:00,2.5
direction,31-10-2015,20:00,50
speed,31-10-2015,23:00,1.5
direction,31-10-2015,23:00,80
speed,01-11-2015,02:00,3
direction,01-11-2015,02:00,60
speed,01-11-2015,05:00,3.5
direction,01-11-2015,05:00,40
speed,01-11-2015,08:00,3
direction,01-11-2015,08:00,20
speed,01-11-2015,11:00,3
direction,01-11-2015,11:00,20
speed,01-11-2015,14:00,11.5
direction,01-11-2015,14:00,360
speed,01-11-2015,17:00,11
direction,01-11-2015,17:00,10
speed,01-11-2015,20:00,4
direction,01-11-2015,20:00,40
speed,01-11-2015,23:00,3.5
direction,01-11-2015,23:00,30
speed,02-11-2015,02:00,2.5
direction,02-11-2015,02:00,40
speed,02-11-2015,05:00,2
direction,02-11-2015,05:00,30
speed,02-11-2015,08:00,7
direction,02-11-2015,08:00,60
speed,02-11-2015,11:00,6.5
direction,02-11-2015,11:00,60
speed,02-11-2015,14:00,13
direction,02-11-2015,14:00,360
speed,02-11-2015,17:00,12
direction,02-11-2015,17:00,10
speed,02-11-2015,20:00,4
direction,02-11-2015,20:00,20
speed,02-11-2015,23:00,7
direction,02-11-2015,23:00,60
speed,03-11-2015,02:00,8
direction,03-11-2015,02:00,60
speed,03-11-2015,05:00,7.5
direction,03-11-2015,05:00,70
speed,03-11-2015,08:00,9.5
direction,03-11-2015,08:00,70
speed,03-11-2015,11:00,8
direction,03-11-2015,11:00,70
speed,03-11-2015,14:00,7
direction,03-11-2015,14:00,70
speed,03-11-2015,17:00,6.5
direction,03-11-2015,17:00,50
speed,03-11-2015,20:00,7.5
direction,03-11-2015,20:00,60
speed,03-11-2015,23:00,6
direction,03-11-2015,23:00,60
speed,04-11-2015,02:00,7
direction,04-11-2015,02:00,60
speed,04-11-2015,05:00,6.5
direction,04-11-2015,05:00,80
speed,04-11-2015,08:00,7
direction,04-11-2015,08:00,70
speed,04-11-2015,11:00,6
direction,04-11-2015,11:00,80
speed,04-11-2015,14:00,7.5
direction,04-11-2015,14:00,70
speed,04-11-2015,17:00,10.5
direction,04-11-2015,17:00,70
speed,04-11-2015,20:00,7.5
direction,04-11-2015,20:00,70
speed,04-11-2015,23:00,6.5
direction,04-11-2015,23:00,80
speed,05-11-2015,02:00,6.5
direction,05-11-2015,02:00,70
speed,05-11-2015,05:00,5
direction,05-11-2015,05:00,70
speed,05-11-2015,08:00,3
direction,05-11-2015,08:00,80
speed,05-11-2015,11:00,3.5
direction,05-11-2015,11:00,110
speed,05-11-2015,14:00,1.5
direction,05-11-2015,14:00,50
speed,05-11-2015,17:00,4.5
direction,05-11-2015,17:00,150
speed,05-11-2015,20:00,3.5
direction,05-11-2015,20:00,110
speed,05-11-2015,23:00,2
direction,05-11-2015,23:00,90
speed,06-11-2015,02:00,3.5
direction,06-11-2015,02:00,110
speed,06-11-2015,05:00,2
direction,06-11-2015,05:00,80
speed,06-11-2015,08:00,4
direction,06-11-2015,08:00,110
speed,06-11-2015,11:00,2.5
direction,06-11-2015,11:00,110
speed,06-11-2015,14:00,3
direction,06-11-2015,14:00,70
speed,06-11-2015,17:00,3
direction,06-11-2015,17:00,110
speed,06-11-2015,20:00,2
direction,06-11-2015,20:00,90
speed,06-11-2015,23:00,3.5
direction,06-11-2015,23:00,110
speed,07-11-2015,02:00,3.5
direction,07-11-2015,02:00,60
speed,07-11-2015,05:00,3
direction,07-11-2015,05:00,70
speed,07-11-2015,08:00,3
direction,07-11-2015,08:00,60
speed,07-11-2015,11:00,2
direction,07-11-2015,11:00,80
speed,07-11-2015,14:00,2
direction,07-11-2015,14:00,270
speed,07-11-2015,17:00,6.5
direction,07-11-2015,17:00,360
speed,07-11-2015,20:00,2.5
direction,07-11-2015,20:00,60
speed,07-11-2015,23:00,2
direction,07-11-2015,23:00,110
speed,08-11-2015,02:00,2
direction,08-11-2015,02:00,70
speed,08-11-2015,05:00,3
direction,08-11-2015,05:00,140
speed,08-11-2015,08:00,2.5
direction,08-11-2015,08:00,120
speed,08-11-2015,11:00,3
direction,08-11-2015,11:00,210
speed,08-11-2015,14:00,5.5
direction,08-11-2015,14:00,300
speed,08-11-2015,17:00,7
direction,08-11-2015,17:00,300
speed,08-11-2015,20:00,5.5
direction,08-11-2015,20:00,300
speed,08-11-2015,23:00,4.5
direction,08-11-2015,23:00,300
speed,09-11-2015,02:00,2
direction,09-11-2015,02:00,120
speed,09-11-2015,05:00,2
direction,09-11-2015,05:00,170
speed,09-11-2015,08:00,4
direction,09-11-2015,08:00,150
speed,09-11-2015,11:00,4
direction,09-11-2015,11:00,170
speed,09-11-2015,14:00,6.5
direction,09-11-2015,14:00,290
speed,09-11-2015,17:00,6
direction,09-11-2015,17:00,290
speed,09-11-2015,20:00,6
direction,09-11-2015,20:00,300
speed,09-11-2015,23:00,5.5
direction,09-11-2015,23:00,280
speed,10-11-2015,02:00,6
direction,10-11-2015,02:00,290
speed,10-11-2015,05:00,10
direction,10-11-2015,05:00,310
speed,10-11-2015,08:00,7
direction,10-11-2015,08:00,300
speed,10-11-2015,11:00,4
direction,10-11-2015,11:00,340
speed,10-11-2015,14:00,7.5
direction,10-11-2015,14:00,350
speed,10-11-2015,17:00,5.5
direction,10-11-2015,17:00,350
speed,10-11-2015,20:00,3
direction,10-11-2015,20:00,60
speed,10-11-2015,23:00,1.5
direction,10-11-2015,23:00,90
speed,11-11-2015,02:00,3.5
direction,11-11-2015,02:00,120
speed,11-11-2015,05:00,2.5
direction,11-11-2015,05:00,130
speed,11-11-2015,08:00,3
direction,11-11-2015,08:00,100
speed,11-11-2015,11:00,1.5
direction,11-11-2015,11:00,120
speed,11-11-2015,14:00,4
direction,11-11-2015,14:00,330
speed,11-11-2015,17:00,5.5
direction,11-11-2015,17:00,330
speed,11-11-2015,20:00,2.5
direction,11-11-2015,20:00,80
speed,11-11-2015,23:00,4
direction,11-11-2015,23:00,120
speed,12-11-2015,02:00,5
direction,12-11-2015,02:00,120
speed,12-11-2015,05:00,2.5
direction,12-11-2015,05:00,100
speed,12-11-2015,08:00,2.5
direction,12-11-2015,08:00,80
speed,12-11-2015,11:00,5.5
direction,12-11-2015,11:00,50
speed,12-11-2015,14:00,3.5
direction,12-11-2015,14:00,20
speed,12-11-2015,17:00,8.5
direction,12-11-2015,17:00,10
speed,12-11-2015,20:00,2.5
direction,12-11-2015,20:00,50
speed,12-11-2015,23:00,2.5
direction,12-11-2015,23:00,30
speed,13-11-2015,02:00,5
direction,13-11-2015,02:00,70
speed,13-11-2015,05:00,5
direction,13-11-2015,05:00,70
speed,13-11-2015,08:00,5
direction,13-11-2015,08:00,60
speed,13-11-2015,11:00,4.5
direction,13-11-2015,11:00,80
speed,13-11-2015,14:00,3.5
direction,13-11-2015,14:00,80
speed,13-11-2015,17:00,8
direction,13-11-2015,17:00,10
speed,13-11-2015,20:00,3.5
direction,13-11-2015,20:00,20
speed,13-11-2015,23:00,2.5
direction,13-11-2015,23:00,40
